Q41,Q41A1,Q41A2,Q41A3,Q40,Q33,Q42A1,Q42A3,Q42A5,D_IND,D_INDSIZE1,WT,year
1,0,1,1,1,2,3,3,4,4,43,1.197270508,2020
1,0,0,1,1,2,5,3,4,4,43,1.197270508,2020
1,1,0,0,1,2,5,4,4,4,43,1.197270508,2020
1,1,0,1,1,2,3,3,3,4,43,1.197270508,2020
1,0,1,0,1,2,5,4,4,4,43,1.197270508,2020
2, , , ,1,3,4,3,3,5,51,39.32932518,2020
2, , , ,1,3,4,3,3,5,51,39.32932518,2020
2, , , ,1,2,4,3,4,5,51,39.32932518,2020
2, , , ,1,2,4,3,3,5,51,39.93383287,2020
2, , , ,1,3,4,4,4,5,51,51.71085297,2020
2, , , ,1,2,4,3,3,5,51,39.93383287,2020
1,0,0,1,1,2,4,4,4,5,51,39.93383287,2020
2, , , ,1,3,4,3,4,5,51,39.93383287,2020
2, , , ,1,2,4,3,3,5,51,39.93383287,2020
1,0,1,0,1,2,4,3,4,5,51,39.93383287,2020
2, , , ,1,3,4,3,4,5,51,39.93383287,2020
2, , , ,1,3,4,4,4,5,51,39.93383287,2020
2, , , ,1,2,4,4,4,5,51,39.93383287,2020
2, , , ,1,3,4,4,4,5,51,39.93383287,2020
2, , , ,1,3,4,3,3,5,51,51.71085297,2020
2, , , ,1,2,4,3,4,5,51,39.93383287,2020
2, , , ,1,3,4,3,3,5,51,51.71085297,2020
2, , , ,1,3,3,3,3,5,51,39.93383287,2020
1,0,0,1,1,2,4,3,4,5,51,39.32932518,2020
2, , , ,1,3,4,3,3,5,51,39.32932518,2020
1,0,1,0,1,2,4,3,3,5,51,51.71085297,2020
1,0,0,1,1,2,4,3,3,5,51,51.71085297,2020
1,0,1,0,1,3,4,3,3,5,51,51.71085297,2020
2, , , ,1,2,5,4,4,5,51,39.93383287,2020
2, , , ,1,2,4,3,3,5,51,39.93383287,2020
2, , , ,1,2,4,3,3,5,51,39.93383287,2020
1,0,0,1,1,2,4,4,4,5,51,39.93383287,2020
2, , , ,1,3,4,3,3,5,51,39.93383287,2020
2, , , ,1,3,4,3,4,5,51,51.71085297,2020
2, , , ,1,2,4,3,3,5,51,50.9280679,2020
2, , , ,1,2,4,4,4,5,51,39.32932518,2020
2, , , ,1,1,4,4,4,5,51,50.9280679,2020
2, , , ,1,2,5,4,4,5,51,39.93383287,2020
1,0,0,1,1,2,5,4,4,5,51,39.93383287,2020
1,0,0,1,1,2,5,4,4,5,51,39.93383287,2020
1,0,0,1,1,3,3,3,3,5,51,39.93383287,2020
1,0,0,1,1,2,4,4,4,5,51,39.93383287,2020
1,0,0,1,1,2,4,3,3,5,51,39.93383287,2020
1,0,0,1,1,2,4,2,2,5,51,39.93383287,2020
2, , , ,1,1,4,3,3,5,51,39.93383287,2020
2, , , ,1,2,4,3,3,5,51,39.93383287,2020
1,0,0,1,1,2,5,4,4,5,51,39.93383287,2020
1,0,0,1,1,2,3,3,3,5,51,39.93383287,2020
2, , , ,1,2,3,3,3,5,51,39.93383287,2020
2, , , ,1,2,3,3,3,5,51,39.93383287,2020
2, , , ,1,2,4,4,4,5,51,39.93383287,2020
2, , , ,1,2,5,4,4,5,51,39.93383287,2020
2, , , ,1,2,5,4,5,5,51,51.71085297,2020
2, , , ,1,2,5,4,4,5,51,39.93383287,2020
1,0,0,1,1,2,4,3,3,5,51,39.32932518,2020
2, , , ,1,3,4,3,3,5,51,39.93383287,2020
2, , , ,1,2,3,3,3,5,51,39.93383287,2020
1,0,0,1,1,2,4,4,3,5,51,39.93383287,2020
1,0,0,1,1,2,3,3,3,5,51,39.93383287,2020
1,0,0,1,1,2,4,3,3,5,51,39.93383287,2020
2, , , ,1,3,3,3,3,5,51,39.93383287,2020
2, , , ,1,2,5,4,4,5,51,39.93383287,2020
2, , , ,1,2,4,3,3,5,51,39.32932518,2020
1,0,0,1,1,2,4,3,3,5,51,39.32932518,2020
1,0,1,0,1,1,3,5,3,5,51,39.93383287,2020
2, , , ,1,2,4,3,3,5,51,39.93383287,2020
2, , , ,1,2,3,3,3,5,51,39.93383287,2020
1,0,0,1,1,2,4,3,3,5,51,39.93383287,2020
2, , , ,1,2,4,4,3,5,51,39.93383287,2020
2, , , ,1,2,3,3,3,5,51,50.9280679,2020
1,0,0,1,1,2,4,3,3,5,51,39.93383287,2020
1,0,0,1,1,2,4,3,3,5,51,39.93383287,2020
1,0,0,1,1,3,3,3,3,5,51,39.93383287,2020
2, , , ,1,2,3,3,3,5,51,39.93383287,2020
2, , , ,1,2,5,3,3,5,51,39.93383287,2020
2, , , ,1,2,4,4,4,5,51,39.93383287,2020
1,0,0,1,1,2,4,3,3,5,51,50.9280679,2020
1,0,1,0,1,2,4,4,3,5,51,39.93383287,2020
1,0,0,1,1,2,4,3,3,5,51,39.93383287,2020
2, , , ,1,2,5,4,3,5,51,39.93383287,2020
1,0,0,1,1,2,3,3,3,5,51,39.93383287,2020
1,0,0,1,1,2,3,3,3,5,51,39.32932518,2020
1,0,0,1,1,2,4,3,3,5,51,39.93383287,2020
2, , , ,1,2,3,3,3,5,51,39.93383287,2020
2, , , ,1,2,4,2,3,5,51,39.93383287,2020
2, , , ,1,2,4,4,3,5,51,39.32932518,2020
1,0,0,1,1,2,4,3,3,5,51,39.93383287,2020
2, , , ,1,2,4,3,3,5,51,51.71085297,2020
1,0,0,1,1,3,3,3,3,5,51,39.93383287,2020
2, , , ,1,3,3,3,3,5,51,39.93383287,2020
2, , , ,1,2,5,4,3,5,51,39.93383287,2020
1,0,0,1,1,2,3,3,3,5,51,39.93383287,2020
1,0,0,1,1,2,3,3,3,5,51,39.93383287,2020
1,0,1,0,1,2,3,3,3,5,51,39.93383287,2020
2, , , ,1,2,4,3,3,5,51,50.9280679,2020
1,0,0,1,1,2,3,3,3,5,51,39.32932518,2020
1,0,1,0,1,2,3,3,3,5,51,39.93383287,2020
2, , , ,1,1,3,3,3,5,51,39.93383287,2020
2, , , ,1,2,4,3,3,5,51,39.93383287,2020
1,0,0,1,1,2,3,3,3,5,51,39.93383287,2020
2, , , ,1,3,3,3,3,5,51,51.71085297,2020
1,0,1,0,1,3,3,3,3,5,51,39.93383287,2020
2, , , ,1,2,4,4,4,5,51,39.32932518,2020
2, , , ,1,2,3,3,3,5,51,39.93383287,2020
2, , , ,1,2,4,4,4,5,51,39.93383287,2020
2, , , ,1,1,4,4,4,5,51,39.93383287,2020
1,0,0,1,1,3,4,3,3,5,51,39.93383287,2020
2, , , ,1,2,3,3,3,5,51,39.93383287,2020
2, , , ,4,2,5,5,5,5,51,39.93383287,2020
2, , , ,1,2,4,3,3,5,51,39.93383287,2020
2, , , ,1,2,5,5,5,5,51,39.93383287,2020
2, , , ,1,2,4,3,3,5,51,39.32932518,2020
1,0,0,1,1,2,3,3,3,5,51,39.93383287,2020
2, , , ,1,2,5,5,1,5,51,39.93383287,2020
1,0,0,1,1,2,5,3,3,5,51,39.93383287,2020
1,0,0,1,1,2,5,2,1,5,51,51.71085297,2020
1,0,0,1,1,2,3,3,3,5,51,39.93383287,2020
1,0,0,1,1,2,5,2,2,5,52,7.1146439,2020
1,0,1,1,1,2,5,5,5,5,52,7.223998864,2020
2, , , ,1,2,4,3,2,5,52,7.223998864,2020
1,0,0,1,1,2,3,3,3,5,52,7.223998864,2020
1,0,0,1,1,2,4,3,2,5,52,7.223998864,2020
1,0,0,1,1,2,3,2,2,5,52,7.223998864,2020
1,0,0,1,1,2,5,4,1,5,52,7.223998864,2020
1,0,0,1,1,2,5,2,2,5,52,7.223998864,2020
1,0,1,0,1,2,4,3,3,5,52,7.1146439,2020
2, , , ,1,3,2,3,2,5,52,7.223998864,2020
1,0,0,1,1,2,5,5,5,5,52,7.223998864,2020
1,0,0,1,1,2,5,5,1,5,52,7.1146439,2020
1,0,0,1,1,2,5,5,5,5,52,7.223998864,2020
1,1,0,1,2,2,4,4,2,5,52,7.223998864,2020
1,0,0,1,1,1,5,5,5,5,52,7.223998864,2020
1,0,0,1,1,2,3,3,3,5,52,7.223998864,2020
1,0,1,0,1,2,5,5,1,5,52,7.223998864,2020
1,0,0,1,1,2,5,4,3,5,52,7.223998864,2020
1,0,0,1,1,3,1,2,2,5,52,7.223998864,2020
1,0,0,1,1,2,3,3,3,5,52,7.223998864,2020
2, , , ,1,2,3,2,2,5,52,7.223998864,2020
2, , , ,1,2,5,2,2,5,52,7.223998864,2020
1,0,1,0,1,1,5,3,4,5,52,7.223998864,2020
1,0,1,0,1,2,4,4,1,5,52,7.223998864,2020
1,0,1,1,1,2,4,3,4,5,52,7.223998864,2020
2, , , ,1,2,5,2,2,5,52,7.223998864,2020
1,0,0,1,1,2,4,2,2,5,52,7.223998864,2020
1,0,1,0,1,2,3,3,4,5,52,7.223998864,2020
1,0,0,1,1,2,5,4,4,5,52,7.223998864,2020
1,0,0,1,1,1,3,4,3,5,52,7.1146439,2020
1,0,0,1,1,2,5,3,4,5,52,7.223998864,2020
1,0,1,0,1,2,4,4,4,5,52,7.223998864,2020
2, , , ,1,1,4,4,4,5,52,7.1146439,2020
1,0,0,1,1,1,4,4,2,5,52,7.223998864,2020
1,1,0,0,1,2,3,3,3,5,52,7.223998864,2020
2, , , ,1,2,5,5,1,5,52,7.223998864,2020
1,1,0,0,1,2,3,3,1,5,52,7.223998864,2020
1,0,0,1,1,1,5,3,1,5,52,7.223998864,2020
1,0,0,1,1,2,5,5,5,5,52,7.223998864,2020
1,0,0,1,1,1,5,5,4,5,52,7.1146439,2020
1,0,1,0,1,1,5,4,5,5,52,7.223998864,2020
1,0,0,1,1,2,5,3,2,5,52,7.1146439,2020
1,0,0,1,1,1,5,4,3,5,52,7.223998864,2020
1,0,0,1,1,2,5,2,1,5,52,7.223998864,2020
2, , , ,1,1,5,3,3,5,52,7.223998864,2020
1,0,1,0,1,2,4,4,4,5,52,7.1146439,2020
1,0,1,0,1,1,5,4,4,5,52,7.223998864,2020
1,0,0,1,1,2,5,5,5,5,52,7.223998864,2020
1,0,0,1,1,2,5,5,5,5,52,7.223998864,2020
1,0,0,1,1,1,5,5,5,5,52,7.223998864,2020
1,0,1,0,1,1,5,5,1,5,52,7.223998864,2020
1,0,1,0,1,2,5,5,5,5,52,7.223998864,2020
1,0,1,0,1,2,4,3,4,5,52,7.223998864,2020
1,1,0,0,1,2,5,5,5,5,52,7.223998864,2020
1,0,0,1,1,2,2,1,1,5,52,7.223998864,2020
1,0,0,1,1,1,4,5,4,5,52,7.223998864,2020
1,0,1,0,1,2,3,3,3,5,52,7.223998864,2020
1,0,1,0,1,1,3,4,3,5,53,1.890481661,2020
1,1,0,0,2,2,3,4,4,5,53,1.890481661,2020
1,0,1,0,1,2,3,2,2,5,53,1.890481661,2020
1,0,1,0,1,2,3,3,4,5,53,1.890481661,2020
1,1,0,0,1,1,5,3,1,5,53,1.890481661,2020
1,1,0,0,1,2,4,3,4,99,53,1.861864055,2020
1,1,0,1,2,1,4,3,4,5,53,1.890481661,2020
1,0,1,0,1,1,3,4,3,5,53,1.890481661,2020
1,0,1,0,1,2,3,3,3,5,53,1.890481661,2020
1,1,0,0,1,2,5,5,4,5,53,1.890481661,2020
1,0,1,0,2,1,4,3,4,5,53,1.890481661,2020
1,1,0,0,2,1,4,4,4,5,53,1.890481661,2020
1,0,1,0,1,2,5,5,1,5,53,1.890481661,2020
1,0,0,1,1,2,4,3,2,5,53,1.890481661,2020
2, , , ,1,2,4,3,4,5,53,1.890481661,2020
1,1,0,0,2,1,3,4,4,99,53,1.861864055,2020
1,0,0,1,1,2,4,3,2,5,53,1.890481661,2020
1,1,0,0,1,1,3,4,4,5,53,1.890481661,2020
1,1,0,0,1,2,3,3,1,5,53,1.890481661,2020
1,1,0,0,1,1,5,5,4,5,53,1.761970307,2020
1,1,0,0,1,2,4,4,4,5,53,1.761970307,2020
1,0,1,0,1,2,3,4,3,5,53,1.761970307,2020
1,0,1,1,1,1,3,4,4,5,53,1.761970307,2020
1,0,1,0,1,2,3,3,3,5,53,1.761970307,2020
1,1,0,1,1,1,3,3,3,5,53,1.761970307,2020
1,0,1,1,1,1,4,3,3,5,53,1.761970307,2020
1,1,0,0,1,1,5,1,5,5,53,1.761970307,2020
2, , , ,1,2,4,1,1,6,61,25.75004124,2020
1,0,0,1,1,2,5,3,1,6,61,26.14582982,2020
1,0,0,1,1,3,4,2,1,6,61,25.75004124,2020
2, , , ,1,2,4,3,1,6,61,26.14582982,2020
1,0,0,1,1,2,4,3,1,6,61,33.34407195,2020
2, , , ,1,2,3,3,1,6,61,26.14582982,2020
2, , , ,1,3,5,2,1,6,61,33.85658387,2020
2, , , ,1,3,5,5,1,6,61,26.14582982,2020
1,0,0,1,1,1,4,4,1,6,61,25.75004124,2020
2, , , ,1,2,5,2,1,6,61,26.14582982,2020
1,0,0,1,1,3,3,2,1,6,61,25.75004124,2020
1,0,0,1,1,2,5,3,1,6,61,26.14582982,2020
1,0,0,1,1,2,5,5,1,6,61,26.14582982,2020
2, , , ,1,2,5,2,1,6,61,26.14582982,2020
1,0,1,0,1,2,3,3,3,6,61,26.14582982,2020
1,0,1,0,1,2,3,4,3,6,61,26.14582982,2020
1,0,1,0,1,2,3,3,3,6,61,26.14582982,2020
1,0,1,0,1,2,4,3,3,6,61,26.14582982,2020
1,0,1,0,1,2,4,3,3,6,61,26.14582982,2020
1,0,1,0,1,1,3,3,3,6,61,25.75004124,2020
1,0,1,0,1,2,3,3,3,6,61,26.14582982,2020
1,0,1,0,1,2,3,3,3,6,61,25.75004124,2020
1,0,1,0,1,2,4,3,3,6,61,26.14582982,2020
1,0,1,0,1,3,3,2,2,6,62,6.659817454,2020
1,0,1,0,1,2,3,3,3,6,62,6.659817454,2020
2, , , ,1,3,3,3,3,6,62,6.659817454,2020
1,0,1,0,1,3,3,4,3,6,62,6.559002918,2020
2, , , ,1,3,3,3,3,6,62,6.659817454,2020
2, , , ,1,2,5,4,4,6,62,6.659817454,2020
1,0,0,1,1,2,4,3,3,6,62,6.659817454,2020
1,0,0,1,1,2,3,3,3,6,62,6.659817454,2020
1,1,0,0,1,3,3,3,3,6,62,6.659817454,2020
2, , , ,1,2,3,3,3,6,62,6.659817454,2020
1,0,0,1,1,3,3,3,2,6,62,6.659817454,2020
1,0,0,1,1,2,4,4,4,6,62,6.659817454,2020
1,0,0,1,1,2,4,4,4,6,62,6.559002918,2020
1,0,0,1,1,2,3,2,2,6,62,6.659817454,2020
2, , , ,1,1,5,5,5,6,62,6.659817454,2020
1,0,0,1,1,2,3,4,4,6,62,6.659817454,2020
1,0,0,1,1,2,3,3,3,6,62,6.659817454,2020
1,0,0,1,1,2,3,2,2,6,62,6.659817454,2020
2, , , ,1,2,5,4,3,6,62,6.659817454,2020
2, , , ,1,2,4,3,3,6,62,6.659817454,2020
2, , , ,1,2,5,2,1,6,62,6.659817454,2020
1,0,0,1,1,1,4,4,4,6,62,6.659817454,2020
2, , , ,1,1,3,3,3,6,62,6.659817454,2020
2, , , ,1,3,4,3,3,6,62,6.559002918,2020
2, , , ,1,3,3,3,2,6,62,6.659817454,2020
2, , , ,1,3,3,3,3,6,62,6.659817454,2020
1,0,0,1,1,2,5,4,3,6,62,6.659817454,2020
2, , , ,1,3,3,3,3,6,62,6.659817454,2020
1,0,0,1,1,3,4,3,3,6,62,6.659817454,2020
2, , , ,1,2,5,3,3,6,62,6.559002918,2020
1,0,1,0,1,2,3,3,3,6,62,6.659817454,2020
2, , , ,1,2,5,5,3,6,62,6.559002918,2020
1,1,0,0,1,2,5,5,3,6,62,6.559002918,2020
2, , , ,1,2,4,3,3,6,62,6.559002918,2020
2, , , ,1,3,5,3,3,6,62,6.659817454,2020
2, , , ,1,3,4,4,3,6,62,6.659817454,2020
2, , , ,1,2,4,3,3,6,62,6.659817454,2020
2, , , ,1,3,4,3,2,6,62,6.659817454,2020
2, , , ,1,2,5,3,3,6,62,6.559002918,2020
2, , , ,1,2,1,3,3,6,62,6.559002918,2020
2, , , ,1,2,1,3,3,6,62,6.559002918,2020
2, , , ,1,2,5,5,4,6,62,6.659817454,2020
1,0,1,0,1,1,3,3,2,6,62,6.659817454,2020
2, , , ,1,2,5,3,3,6,62,6.559002918,2020
1,1,0,0,1,2,3,4,3,6,62,6.659817454,2020
1,0,1,0,1,1,3,3,3,6,62,6.659817454,2020
2, , , ,1,3,3,3,3,6,62,6.659817454,2020
1,0,1,0,1,2,4,4,3,6,62,6.659817454,2020
1,0,0,1,1,3,5,4,3,6,63,1.789416012,2020
2, , , ,1,2,5,3,2,6,63,1.789416012,2020
2, , , ,1,3,4,3,2,6,63,1.789416012,2020
2, , , ,1,3,3,3,3,6,63,1.762328311,2020
2, , , ,1,3,2,2,2,6,63,1.789416012,2020
1,0,0,1,1,2,5,5,4,6,63,1.789416012,2020
1,0,0,1,1,2,4,4,1,6,63,1.762328311,2020
2, , , ,1,2,4,3,4,6,63,1.762328311,2020
2, , , ,1,2,4,3,3,6,63,1.789416012,2020
2, , , ,1,3,4,3,3,6,63,1.789416012,2020
2, , , ,1,3,4,3,3,6,63,1.789416012,2020
1,1,0,0,1,2,4,3,3,6,63,1.789416012,2020
2, , , ,1,2,5,4,4,6,63,1.762328311,2020
1,0,0,1,1,2,4,3,3,6,63,1.762328311,2020
2, , , ,1,2,4,4,4,6,63,1.789416012,2020
1,1,0,0,1,2,4,4,3,6,63,1.762328311,2020
1,1,0,0,1,2,5,4,4,6,63,1.789416012,2020
1,1,0,1,1,1,5,5,4,6,63,1.789416012,2020
1,1,0,1,2,1,4,4,4,6,63,1.762328311,2020
1,1,0,0,1,2,3,3,3,6,63,1.789416012,2020
1,0,0,1,1,2,3,3,3,6,63,1.789416012,2020
1,0,0,1,1,2,4,3,3,6,63,1.789416012,2020
1,0,0,1,1,2,3,3,3,6,63,1.789416012,2020
1,0,0,1,1,2,4,3,3,6,63,1.789416012,2020
1,1,0,0,1,2,5,5,5,6,63,1.789416012,2020
1,0,0,1,1,2,4,3,3,6,63,1.789416012,2020
1,0,0,1,1,2,4,4,3,6,63,1.789416012,2020
1,0,1,0,1,2,4,3,3,6,63,1.789416012,2020
1,0,0,1,1,1,3,3,3,6,63,1.762328311,2020
1,1,0,1,1,2,4,4,4,6,63,1.789416012,2020
1,0,0,1,1,2,4,3,3,6,63,1.789416012,2020
1,1,0,1,1,2,3,3,3,6,63,1.789416012,2020
1,0,0,1,1,2,4,3,3,6,63,1.789416012,2020
1,0,0,1,1,2,4,3,3,6,63,1.789416012,2020
1,0,0,1,1,2,4,3,3,6,63,1.789416012,2020
1,0,1,0,1,1,5,4,4,6,63,1.762328311,2020
2, , , ,1,3,2,3,2,6,63,1.789416012,2020
2, , , ,1,2,3,4,4,6,63,1.251567485,2020
1,0,0,1,1,2,4,4,3,6,63,1.251567485,2020
1,0,1,0,1,1,4,4,4,6,63,1.251567485,2020
1,0,1,0,1,3,3,3,3,6,63,1.251567485,2020
1,0,0,1,1,2,5,5,2,6,63,1.232621591,2020
1,1,0,0,1,1,4,3,4,6,63,1.232621591,2020
2, , , ,1,2,4,4,4,6,63,1.251567485,2020
1,0,1,0,1,2,4,4,4,6,63,1.251567485,2020
1,1,0,0,1,1,4,4,4,6,63,1.251567485,2020
1,1,0,0,1,2,4,4,4,6,63,1.232621591,2020
1,0,0,1,1,3,1,1,1,7,71,44.24873665,2020
2, , , ,1,2,4,3,4,7,71,44.24873665,2020
1,0,0,1,1,3,3,3,3,7,71,44.92885769,2020
2, , , ,1,2,2,3,1,7,71,44.92885769,2020
2, , , ,1,3,3,2,3,7,71,44.92885769,2020
2, , , ,1,3,2,2,2,7,71,34.6964204,2020
2, , , ,1,3,2,3,3,7,71,44.92885769,2020
2, , , ,1,3,2,2,2,7,71,44.92885769,2020
2, , , ,1,2,3,3,3,7,71,44.92885769,2020
1,0,0,1,1,3,1,1,1,7,71,34.6964204,2020
2, , , ,1,3,3,2,3,7,71,44.92885769,2020
2, , , ,1,2,1,1,1,7,71,44.92885769,2020
2, , , ,1,3,3,3,3,7,71,44.92885769,2020
2, , , ,1,3,3,3,3,7,71,44.92885769,2020
1,0,0,1,1,3,3,3,3,7,71,44.92885769,2020
2, , , ,1,2,3,3,3,7,71,44.92885769,2020
2, , , ,1,3,5,2,3,7,71,34.6964204,2020
2, , , ,1,2,5,4,3,7,71,44.92885769,2020
2, , , ,1,3,5,3,2,7,71,44.92885769,2020
2, , , ,1,3,4,3,4,7,71,34.6964204,2020
2, , , ,1,1,4,4,3,7,71,44.92885769,2020
2, , , ,1,3,3,2,3,7,71,44.92885769,2020
1,0,0,1,1,2,4,4,4,7,71,44.92885769,2020
2, , , ,1,3,2,2,2,7,71,44.92885769,2020
2, , , ,1,3,4,3,4,7,71,34.6964204,2020
2, , , ,1,2,3,3,2,99,71,34.17119526,2020
1,0,0,1,1,3,5,4,4,7,71,44.92885769,2020
2, , , ,1,3,3,5,4,7,71,34.6964204,2020
2, , , ,1,3,2,2,2,7,71,44.92885769,2020
2, , , ,1,3,2,2,1,7,71,44.24873665,2020
2, , , ,1,3,4,4,4,7,71,44.92885769,2020
2, , , ,1,2,4,4,3,7,71,34.6964204,2020
2, , , ,1,3,2,3,2,7,71,34.6964204,2020
1,0,0,1,1,2,4,3,3,7,71,44.92885769,2020
2, , , ,1,2,5,5,5,7,71,34.6964204,2020
2, , , ,1,2,3,3,3,7,71,34.6964204,2020
2, , , ,1,2,2,2,2,7,71,34.6964204,2020
2, , , ,1,3,4,3,3,7,72,4.902556672,2020
1,0,0,1,1,2,4,4,3,7,72,4.902556672,2020
1,0,0,1,1,3,4,4,3,7,72,4.902556672,2020
1,0,1,0,1,2,2,1,1,7,72,4.828343079,2020
2, , , ,1,3,4,4,3,7,72,4.902556672,2020
2, , , ,1,3,2,3,3,7,72,4.902556672,2020
1,0,0,1,1,2,4,3,4,7,72,4.902556672,2020
2, , , ,1,3,4,4,3,7,72,4.902556672,2020
1,0,0,1,1,2,4,3,4,7,72,4.828343079,2020
2, , , ,1,3,3,4,4,7,72,4.902556672,2020
1,0,0,1,1,2,4,3,3,7,72,4.902556672,2020
1,1,0,0,1,1,5,4,4,7,72,4.828343079,2020
1,0,0,1,1,2,3,3,4,7,73,1.368411768,2020
1,0,0,1,1,3,4,3,4,7,73,1.368411768,2020
1,0,1,0,1,2,4,4,3,7,73,1.368411768,2020
1,0,0,1,1,2,4,4,3,7,73,1.368411768,2020
1,0,0,1,1,2,4,3,3,7,73,1.368411768,2020
1,0,0,1,1,2,4,4,4,7,73,1.368411768,2020
1,0,1,0,1,2,4,3,3,7,73,1.368411768,2020
1,0,0,1,1,3,4,4,4,7,73,1.368411768,2020
1,1,0,0,1,2,4,4,4,99,73,1.347697116,2020
1,1,0,0,1,2,5,4,4,7,73,1.368411768,2020
1,0,1,0,1,2,4,3,3,99,73,1.347697116,2020
2, , , ,1,2,4,4,4,99,73,1.62783112,2020
1,1,0,0,1,1,4,4,4,99,73,1.652851545,2020
1,1,0,0,1,1,4,4,4,99,73,1.652851545,2020
1,0,1,0,1,2,3,3,3,8,81,30.04035656,2020
1,0,1,0,1,2,3,3,4,8,81,30.50208903,2020
1,0,1,0,1,2,4,4,4,8,81,30.50208903,2020
1,0,0,1,1,2,4,3,5,8,81,30.04035656,2020
1,1,0,0,2,2,5,5,5,8,81,30.50208903,2020
1,0,1,0,2,1,4,5,3,8,81,30.50208903,2020
1,0,1,0,1,2,3,3,2,8,81,30.50208903,2020
1,0,1,0,1,2,5,5,5,8,81,30.50208903,2020
1,0,1,0,1,2,5,5,5,8,81,30.04035656,2020
1,0,1,0,1,2,5,5,1,8,81,30.50208903,2020
1,0,0,1,1,3,3,3,3,8,81,30.50208903,2020
1,0,1,0,1,2,4,4,4,8,81,30.50208903,2020
1,0,1,0,1,2,4,4,5,8,81,30.50208903,2020
1,0,1,0,1,2,3,3,3,8,81,30.50208903,2020
1,0,0,1,1,3,3,3,3,8,81,30.50208903,2020
2, , , ,1,3,4,4,4,8,81,30.50208903,2020
2, , , ,1,3,3,3,3,8,81,30.50208903,2020
1,0,0,1,1,3,3,3,3,8,81,30.04035656,2020
1,0,1,0,1,1,4,4,5,8,82,6.480397142,2020
2, , , ,1,2,3,3,3,8,82,6.480397142,2020
1,0,1,0,1,2,4,4,4,8,82,6.480397142,2020
1,0,1,1,1,2,4,4,3,8,82,6.480397142,2020
1,1,0,1,1,2,4,4,4,99,82,6.382298622,2020
1,0,1,1,1,2,4,2,2,8,82,6.480397142,2020
2, , , ,1,3,3,3,3,8,82,6.480397142,2020
1,0,1,0,1,2,3,3,3,8,82,6.480397142,2020
1,0,1,0,1,2,4,4,3,8,82,6.480397142,2020
1,0,1,0,1,2,3,3,3,8,82,6.480397142,2020
1,1,0,1,1,1,3,4,4,8,82,6.480397142,2020
1,0,0,1,1,2,4,4,2,8,82,6.480397142,2020
1,0,1,0,1,2,4,4,4,8,82,6.480397142,2020
1,1,0,0,1,2,4,4,4,8,82,6.480397142,2020
1,0,1,0,1,3,4,4,4,8,82,6.480397142,2020
1,1,0,0,3,2,5,4,4,8,82,6.480397142,2020
1,1,0,1,1,2,4,3,3,8,82,6.480397142,2020
1,1,0,0,2,1,5,5,4,8,82,6.480397142,2020
1,0,1,1,1,2,4,4,4,8,82,6.480397142,2020
1,1,0,0,1,2,4,4,4,8,82,6.480397142,2020
1,0,1,0,1,2,5,4,3,8,82,6.480397142,2020
1,0,1,0,1,1,4,2,3,8,82,6.480397142,2020
1,0,1,0,2,1,3,3,3,8,83,2.238296357,2020
1,0,0,1,1,2,3,3,3,8,83,2.238296357,2020
1,1,0,1,3,1,4,4,4,8,83,2.238296357,2020
1,0,1,0,4,1,5,4,4,8,83,2.238296357,2020
1,0,1,0,4,2,4,4,5,8,83,2.238296357,2020
1,1,0,0,4,1,5,5,5,8,83,2.238296357,2020
1,1,0,1,1,2,3,3,3,8,83,2.238296357,2020
1,0,1,0,4,1,4,3,4,8,83,2.238296357,2020
1,1,0,0,1,2,4,3,3,8,83,2.238296357,2020
1,1,0,0,4,2,4,4,4,8,83,2.238296357,2020
1,1,0,0,1,2,5,4,4,8,83,2.238296357,2020
1,1,1,0,1,2,4,4,1,8,83,2.238296357,2020
1,0,1,0,4,1,4,3,4,8,83,2.238296357,2020
1,0,1,0,4,1,4,3,3,8,83,2.238296357,2020
1,1,0,1,1,1,5,5,5,8,83,2.238296357,2020
1,0,1,0,4,1,4,3,4,8,83,2.238296357,2020
1,1,0,0,4,1,3,3,3,8,83,2.238296357,2020
1,1,0,0,1,2,3,3,3,8,83,2.238296357,2020
1,1,0,1,1,2,5,5,5,99,83,2.204413625,2020
1,1,0,0,3,1,5,5,5,8,83,2.238296357,2020
1,1,0,0,1,1,5,4,4,8,83,1.744252517,2020
1,1,0,0,1,1,4,4,4,8,83,1.744252517,2020
1,0,1,0,4,1,5,5,5,8,83,1.744252517,2020
1,1,0,1,1,2,3,4,4,8,83,1.744252517,2020
1,1,0,0,1,1,4,3,4,8,83,1.744252517,2020
1,1,0,1,1,1,5,4,4,8,83,1.744252517,2020
1,1,0,1,1,1,3,3,3,8,83,1.744252517,2020
1,0,1,0,1,2,4,3,3,9,91,3.834284027,2020
1,0,0,1,1,2,3,3,3,9,91,3.834284027,2020
1,0,1,0,1,3,3,3,3,9,91,3.834284027,2020
1,0,1,0,1,2,3,3,3,9,91,3.834284027,2020
1,0,1,0,1,2,3,3,3,9,91,3.834284027,2020
1,0,1,1,1,3,3,3,3,9,91,3.77624166,2020
1,0,1,0,1,2,4,4,4,9,91,3.834284027,2020
1,0,1,0,1,3,3,3,3,9,91,3.834284027,2020
1,0,1,1,1,1,3,3,3,9,91,3.834284027,2020
1,0,1,1,1,2,3,3,3,9,91,3.834284027,2020
